2091205,-1,753,SEA,LAS
2091005,-3,598,SEA,SLC
2090705,9,1472,SEA,MKE
2091350,8,1506,SEA,MDW
2091330,26,583,SEA,OAK
2091835,50,753,SEA,LAS
2091815,35,583,SEA,OAK
2091250,-3,526,SEA,SMF
2090940,0,1025,SEA,ABQ
2091120,1,890,SEA,DEN
2101620,26,583,SEA,OAK
2100800,-4,753,SEA,LAS
2101240,47,962,SEA,PHX
2100810,3,583,SEA,OAK
2101625,27,962,SEA,PHX
2101350,28,1506,SEA,MDW
2101205,17,490,SEA,RNO
2100635,1,526,SEA,SMF
2101930,74,605,SEA,SJC
2101250,51,526,SEA,SMF
2101955,1,526,SEA,SMF
2100720,0,605,SEA,SJC
2101445,64,598,SEA,SLC
2101125,59,583,SEA,OAK
2100720,-3,962,SEA,PHX
2101205,25,753,SEA,LAS
2101005,25,598,SEA,SLC
2100625,-1,890,SEA,DEN
2100635,1,1506,SEA,MDW
2100705,-6,1472,SEA,MKE
2101420,17,890,SEA,DEN
2101330,47,583,SEA,OAK
2101835,11,753,SEA,LAS
2101815,-1,583,SEA,OAK
2100940,9,1025,SEA,ABQ
2101120,47,890,SEA,DEN
2111620,43,583,SEA,OAK
2110800,-3,753,SEA,LAS
2111240,16,962,SEA,PHX
2110810,1,583,SEA,OAK
2111625,15,962,SEA,PHX
2111350,14,1506,SEA,MDW
2111205,-1,490,SEA,RNO
2110635,-2,526,SEA,SMF
2111930,18,605,SEA,SJC
2111250,-3,526,SEA,SMF
2111955,12,526,SEA,SMF
2110720,-5,605,SEA,SJC
2111445,13,598,SEA,SLC
2111125,22,583,SEA,OAK
2110720,-2,962,SEA,PHX
2111205,30,753,SEA,LAS
2111005,8,598,SEA,SLC
2110625,3,890,SEA,DEN
2110635,-2,1506,SEA,MDW
2110705,11,1472,SEA,MKE
2111420,42,890,SEA,DEN
2111330,23,583,SEA,OAK
2111835,133,753,SEA,LAS
2111815,14,583,SEA,OAK
2110940,8,1025,SEA,ABQ
2111120,19,890,SEA,DEN
2121620,35,583,SEA,OAK
2120800,0,753,SEA,LAS
2121240,25,962,SEA,PHX
2120810,-5,583,SEA,OAK
2121625,-1,962,SEA,PHX
2121350,11,1506,SEA,MDW
2121205,15,490,SEA,RNO
2120635,3,526,SEA,SMF
2121930,43,605,SEA,SJC
2121250,15,526,SEA,SMF
2121955,9,526,SEA,SMF
2120720,5,605,SEA,SJC
2121445,21,598,SEA,SLC
2121125,18,583,SEA,OAK
2120720,0,962,SEA,PHX
2121205,48,753,SEA,LAS
2121005,-1,598,SEA,SLC
2120625,-1,890,SEA,DEN
2120635,-1,1506,SEA,MDW
2120705,-5,1472,SEA,MKE
2121420,2,890,SEA,DEN
2121330,23,583,SEA,OAK
2121835,3,753,SEA,LAS
2121815,22,583,SEA,OAK
2120940,2,1025,SEA,ABQ
2121120,18,890,SEA,DEN
2132005,135,753,SEA,LAS
2131400,15,1506,SEA,MDW
2131120,1,962,SEA,PHX
2130615,-2,962,SEA,PHX
2131215,13,598,SEA,SLC
2130725,3,605,SEA,SJC
2130600,4,890,SEA,DEN
2130640,1,1506,SEA,MDW
2131645,43,583,SEA,OAK
2132055,12,583,SEA,OAK
2131345,52,583,SEA,OAK
2131110,23,890,SEA,DEN
2131620,52,962,SEA,PHX
2131815,49,583,SEA,OAK
2130830,0,583,SEA,OAK
2131730,9,598,SEA,SLC
2131925,46,605,SEA,SJC
2130650,-1,526,SEA,SMF
2131915,15,526,SEA,SMF
2130715,-1,1472,SEA,MKE
2130835,-1,753,SEA,LAS
2131255,-2,526,SEA,SMF
2131315,18,1025,SEA,ABQ
2131445,37,890,SEA,DEN
2131135,13,753,SEA,LAS
2131245,38,490,SEA,RNO
2142005,24,753,SEA,LAS
2141645,65,583,SEA,OAK
2142055,7,583,SEA,OAK
2141400,0,1506,SEA,MDW
2140600,3,890,SEA,DEN
2141120,-4,962,SEA,PHX
2141345,15,583,SEA,OAK
2141110,42,890,SEA,DEN
2140615,1,962,SEA,PHX
2141615,68,962,SEA,PHX
2141255,2,526,SEA,SMF
2141815,22,583,SEA,OAK
2140830,1,583,SEA,OAK
2141215,20,598,SEA,SLC
2141730,14,598,SEA,SLC
2141925,-1,605,SEA,SJC
2140650,-4,526,SEA,SMF
2140720,15,605,SEA,SJC
2141915,62,526,SEA,SMF
2140640,3,1506,SEA,MDW
2140905,-1,753,SEA,LAS
2140715,-3,1472,SEA,MKE
2141315,-2,1025,SEA,ABQ
2141445,28,890,SEA,DEN
2141245,176,490,SEA,RNO
2141125,12,753,SEA,LAS
2150830,-5,598,SEA,SLC
2150650,0,962,SEA,PHX
2151120,37,890,SEA,DEN
2151420,0,583,SEA,OAK
2150610,-2,890,SEA,DEN
2151215,40,605,SEA,SJC
2150730,0,526,SEA,SMF
2151515,39,526,SEA,SMF
2151825,53,598,SEA,SLC
2151335,9,890,SEA,DEN
2150635,0,753,SEA,LAS
2151530,47,962,SEA,PHX
2151745,55,526,SEA,SMF
2151145,-9,962,SEA,PHX
2150650,1,1506,SEA,MDW
2151400,4,753,SEA,LAS
2151325,2,1506,SEA,MDW
2151630,52,583,SEA,OAK
2150945,-3,1025,SEA,ABQ
2151015,-2,490,SEA,RNO
2151720,6,753,SEA,LAS
2150800,-3,583,SEA,OAK
2161645,12,583,SEA,OAK
2162055,14,583,SEA,OAK
2161400,1,1506,SEA,MDW
2161120,-2,962,SEA,PHX
2161345,10,583,SEA,OAK
2161615,34,962,SEA,PHX
2161255,90,526,SEA,SMF
2161815,20,583,SEA,OAK
2161200,-1,753,SEA,LAS
2161730,24,598,SEA,SLC
2161925,14,605,SEA,SJC
2162005,43,753,SEA,LAS
2161220,6,598,SEA,SLC
2160930,-3,890,SEA,DEN
2161915,-1,526,SEA,SMF
2160710,-4,526,SEA,SMF
2160615,-4,962,SEA,PHX
2160640,0,1506,SEA,MDW
2160715,-7,1472,SEA,MKE
2161315,22,1025,SEA,ABQ
2161445,8,890,SEA,DEN
2161245,0,490,SEA,RNO
2172005,-5,753,SEA,LAS
2171645,50,583,SEA,OAK
2172055,29,583,SEA,OAK
2171400,0,1506,SEA,MDW
2170600,2,890,SEA,DEN
2171120,0,962,SEA,PHX
2171345,6,583,SEA,OAK
2171110,18,890,SEA,DEN
2170615,1,962,SEA,PHX
2171615,-1,962,SEA,PHX
2171255,5,526,SEA,SMF
2171815,0,583,SEA,OAK
2170830,-3,583,SEA,OAK
2171215,51,598,SEA,SLC
2171730,28,598,SEA,SLC
2171925,-1,605,SEA,SJC
2170650,-2,526,SEA,SMF
2170720,-2,605,SEA,SJC
2171915,13,526,SEA,SMF
2170640,0,1506,SEA,MDW
2170905,-1,753,SEA,LAS
2170715,0,1472,SEA,MKE
2171315,39,1025,SEA,ABQ
2171445,13,890,SEA,DEN
2171245,25,490,SEA,RNO
2171125,5,753,SEA,LAS
2182005,27,753,SEA,LAS
2181645,1,583,SEA,OAK
2182055,10,583,SEA,OAK
2181400,25,1506,SEA,MDW
2180600,-1,890,SEA,DEN
2181120,3,962,SEA,PHX
2181345,21,583,SEA,OAK
2181110,43,890,SEA,DEN
2180615,-1,962,SEA,PHX
2181615,13,962,SEA,PHX
2181255,-2,526,SEA,SMF
2181815,-1,583,SEA,OAK
2180830,-2,583,SEA,OAK
2181215,10,598,SEA,SLC
2181730,5,598,SEA,SLC
2181925,5,605,SEA,SJC
2180650,-3,526,SEA,SMF
2180720,1,605,SEA,SJC
2181915,38,526,SEA,SMF
2180640,0,1506,SEA,MDW
2180905,0,753,SEA,LAS
2180715,0,1472,SEA,MKE
2181315,24,1025,SEA,ABQ
2181445,12,890,SEA,DEN
2181245,27,490,SEA,RNO
2181125,-2,753,SEA,LAS
2192005,43,753,SEA,LAS
2191645,21,583,SEA,OAK
2192055,8,583,SEA,OAK
2191400,-2,1506,SEA,MDW
2190600,0,890,SEA,DEN
2191120,-2,962,SEA,PHX
2191345,22,583,SEA,OAK
2191110,18,890,SEA,DEN
2190615,-2,962,SEA,PHX
2191615,37,962,SEA,PHX
2191255,11,526,SEA,SMF
2191815,28,583,SEA,OAK
2190830,-3,583,SEA,OAK
2191215,1,598,SEA,SLC
2191730,-5,598,SEA,SLC
2191925,22,605,SEA,SJC
2190650,-3,526,SEA,SMF
2190720,0,605,SEA,SJC
2191915,16,526,SEA,SMF
2190640,-4,1506,SEA,MDW
2190905,-1,753,SEA,LAS
2190715,-3,1472,SEA,MKE
2191315,5,1025,SEA,ABQ
2191445,11,890,SEA,DEN
2191245,37,490,SEA,RNO
2191125,11,753,SEA,LAS
2202005,17,753,SEA,LAS
2201645,6,583,SEA,OAK
2202055,35,583,SEA,OAK
2201400,0,1506,SEA,MDW
2200600,0,890,SEA,DEN
2201120,-6,962,SEA,PHX
2201345,11,583,SEA,OAK
2201110,2,890,SEA,DEN
2200615,-5,962,SEA,PHX
2201615,20,962,SEA,PHX
2201255,0,526,SEA,SMF
2201815,19,583,SEA,OAK
2200830,-6,583,SEA,OAK
2201215,14,598,SEA,SLC
2201730,10,598,SEA,SLC
2201925,14,605,SEA,SJC
2200650,-4,526,SEA,SMF
2200720,-1,605,SEA,SJC
