3262150,-11,932,MCO,ALB
3261055,0,579,MCO,RIC
3261540,34,766,MCO,STL
3261940,34,878,MCO,BUF
3261545,7,535,MCO,BNA
3261755,13,407,MCO,CLT
3260950,1,898,MCO,ROC
3261200,-3,684,MCO,BWI
3261420,1,878,MCO,BUF
3262005,-2,697,MCO,CMH
3261515,-1,932,MCO,PVD
3260630,-1,738,MCO,HOU
3260930,-3,479,MCO,MSY
3261200,-6,844,MCO,ISP
3260805,-5,927,MCO,MKE
3261830,-8,749,MCO,PHL
3262045,59,479,MCO,MSY
3261420,-2,992,MCO,MHT
3260720,-1,464,MCO,RDU
3261615,8,351,MCO,ATL
3262035,134,844,MCO,ISP
3261655,18,749,MCO,PHL
3262125,9,913,MCO,BDL
3261750,10,1606,MCO,PHX
3260955,22,416,MCO,BHM
3261725,22,569,MCO,ORF
3261035,-1,1033,MCO,SJU
3261410,5,927,MCO,MKE
3261640,13,1772,MCO,LAS
3261650,7,844,MCO,ISP
3261810,-1,1344,MCO,DEN
3261010,12,766,MCO,STL
3261355,33,535,MCO,BNA
3260700,-2,479,MCO,MSY
3261005,29,749,MCO,PHL
3261355,8,932,MCO,ALB
3260720,-2,932,MCO,PVD
3261050,17,233,MCO,EYW
3260830,1,684,MCO,BWI
3261835,1,932,MCO,MCI
3260710,-3,766,MCO,STL
3261020,14,913,MCO,BDL
3261645,10,905,MCO,SAT
3261735,0,724,MCO,PIT
3261215,14,697,MCO,CMH
3261015,-5,720,MCO,IND
3270900,5,738,MCO,HOU
3272045,66,932,MCO,PVD
3271515,32,351,MCO,ATL
3271415,-1,749,MCO,PHL
3271655,50,594,MCO,MEM
3271530,3,720,MCO,IND
3270915,23,860,MCO,MDW
3271740,44,738,MCO,HOU
3271800,22,697,MCO,CMH
3271530,0,684,MCO,BWI
3270710,-1,864,MCO,AUS
3271235,51,878,MCO,BUF
3272155,31,684,MCO,BWI
3270705,-5,684,MCO,BWI
3270725,-2,932,MCO,MCI
3271400,15,913,MCO,BDL
3270735,-4,878,MCO,BUF
3272020,125,1138,MCO,MSP
3271830,27,416,MCO,BHM
3270700,0,860,MCO,MDW
3271255,10,905,MCO,SAT
3271940,125,766,MCO,STL
3271705,25,927,MCO,MKE
3270915,-5,844,MCO,ISP
3270945,-3,724,MCO,PIT
3271405,-1,464,MCO,RDU
3271855,31,702,MCO,DAY
3271920,-7,860,MCO,MDW
3270810,-1,766,MCO,STL
3271720,166,479,MCO,MSY
3272030,52,992,MCO,MHT
3271105,-5,860,MCO,MDW
3271030,-4,932,MCO,PVD
3271300,16,1344,MCO,DEN
3270950,0,464,MCO,RDU
3271500,8,860,MCO,MDW
3271425,50,697,MCO,CMH
3270955,-3,932,MCO,ALB
3271310,27,720,MCO,IND
3272055,0,684,MCO,BWI
3270700,-1,749,MCO,PHL
3270635,1,351,MCO,ATL
3272000,74,1033,MCO,SJU
3270805,1,1772,MCO,LAS
3271100,3,992,MCO,MHT
3271405,7,724,MCO,PIT
3271050,31,535,MCO,BNA
3271530,5,864,MCO,AUS
3271315,1,1033,MCO,SJU
3271215,-1,479,MCO,MSY
3271135,0,749,MCO,PHL
3271435,28,738,MCO,HOU
3271105,-1,890,MCO,GRR
3272000,43,749,MCO,PHL
3270950,2,624,MCO,SDF
3271715,15,511,MCO,JAN
3271500,30,898,MCO,ROC
3271145,18,879,MCO,FNT
3270615,25,535,MCO,BNA
3270625,6,684,MCO,BWI
3271320,-1,932,MCO,PVD
3271050,23,878,MCO,BUF
3271555,29,932,MCO,MCI
3271835,3,860,MCO,MDW
3272115,6,927,MCO,MKE
3272110,27,535,MCO,BNA
3270920,-5,1344,MCO,DEN
3272150,25,932,MCO,ALB
3271055,11,579,MCO,RIC
3271540,19,766,MCO,STL
3271940,-2,878,MCO,BUF
3271545,26,535,MCO,BNA
3271755,31,407,MCO,CLT
3270950,-3,898,MCO,ROC
3271200,5,684,MCO,BWI
3271420,45,878,MCO,BUF
3272005,-1,697,MCO,CMH
3271515,17,932,MCO,PVD
3270630,0,738,MCO,HOU
3270930,4,479,MCO,MSY
3271200,-4,844,MCO,ISP
3270805,1,927,MCO,MKE
3271830,0,749,MCO,PHL
3272045,15,479,MCO,MSY
3271420,0,992,MCO,MHT
3270720,-6,464,MCO,RDU
3271615,13,351,MCO,ATL
3272035,33,844,MCO,ISP
3271655,22,749,MCO,PHL
3272125,-1,913,MCO,BDL
3271750,13,1606,MCO,PHX
3270955,-2,416,MCO,BHM
3271725,10,569,MCO,ORF
3271035,0,1033,MCO,SJU
3271410,1,927,MCO,MKE
3271640,11,1772,MCO,LAS
3271650,85,844,MCO,ISP
3271810,15,1344,MCO,DEN
3271010,0,766,MCO,STL
3271355,11,535,MCO,BNA
3270700,2,479,MCO,MSY
3271005,3,749,MCO,PHL
3271355,-5,932,MCO,ALB
3270720,-1,932,MCO,PVD
3271050,3,233,MCO,EYW
3270830,-1,684,MCO,BWI
3271835,3,932,MCO,MCI
3270710,-6,766,MCO,STL
3271020,46,913,MCO,BDL
3271645,0,905,MCO,SAT
3271735,4,724,MCO,PIT
3271215,30,697,MCO,CMH
3271015,1,720,MCO,IND
3280900,13,738,MCO,HOU
3282045,30,932,MCO,PVD
3281515,28,351,MCO,ATL
3281415,62,749,MCO,PHL
3281840,148,832,MCO,DTW
3281655,33,594,MCO,MEM
3281530,22,720,MCO,IND
3280915,3,860,MCO,MDW
3281740,26,738,MCO,HOU
3281800,16,697,MCO,CMH
3281530,0,684,MCO,BWI
3280710,7,864,MCO,AUS
3281235,15,878,MCO,BUF
3282155,0,684,MCO,BWI
3280705,-2,684,MCO,BWI
3280725,0,932,MCO,MCI
3281400,-3,913,MCO,BDL
3280735,-1,878,MCO,BUF
3282020,17,1138,MCO,MSP
3281830,11,416,MCO,BHM
3280700,-1,860,MCO,MDW
3281255,5,905,MCO,SAT
3281940,16,766,MCO,STL
3281705,24,927,MCO,MKE
3280915,0,844,MCO,ISP
3280945,3,724,MCO,PIT
3281405,14,464,MCO,RDU
3281855,19,702,MCO,DAY
3281920,2,860,MCO,MDW
3280810,-4,766,MCO,STL
3281720,17,479,MCO,MSY
3282030,23,992,MCO,MHT
3281105,-2,860,MCO,MDW
3281030,6,932,MCO,PVD
3281300,25,1344,MCO,DEN
