2250920,0,1331,MSP,SAN
2250905,-1,591,MSP,DEN
2251730,10,1135,MSP,TPA
2251735,-2,608,MSP,MEM
2251100,-6,459,MSP,DTW
2250905,-1,1129,MSP,LAS
2250705,5,1129,MSP,LAS
2251015,1,809,MSP,DCA
2251425,-1,1322,MSP,SNA
2251425,2,903,MSP,MSY
2251530,-2,258,MSP,MKE
2251945,-9,631,MSP,PIT
2251910,-2,459,MSP,DTW
2251515,-1,788,MSP,ATL
2251000,14,887,MSP,LGA
2251955,20,1129,MSP,LAS
2251730,2,788,MSP,ATL
2250900,18,788,MSP,ATL
2251505,16,303,MSP,MDW
2251300,14,809,MSP,DCA
2252145,-6,245,MSP,OMA
2250700,-4,341,MSP,MCI
2251114,-2,788,MSP,ATL
2251305,39,1138,MSP,MCO
2251500,-3,389,MSP,STL
2250525,-3,788,MSP,ATL
2251950,-3,1138,MSP,MCO
2250706,-5,887,MSP,LGA
2251730,0,591,MSP,DEN
2251140,8,1381,MSP,SFO
2251429,10,861,MSP,SLC
2251430,-4,1129,MSP,LAS
2252000,-8,1319,MSP,SMF
2252145,7,1109,MSP,PHX
2250920,-3,1322,MSP,SNA
2250900,-4,887,MSP,LGA
2251725,-3,1322,MSP,SNA
2251130,18,591,MSP,DEN
2251930,4,591,MSP,DEN
2251110,-3,1109,MSP,PHX
2250915,12,1239,MSP,PDX
2251925,-4,809,MSP,DCA
2252136,23,759,MSP,BZN
2251517,-5,887,MSP,LGA
2250815,37,459,MSP,DTW
2251307,0,355,MSP,GRR
2250915,27,1263,MSP,PSP
2251503,0,1216,MSP,SEA
2251030,-5,1231,MSP,RSW
2251125,-2,861,MSP,SLC
2251730,-2,887,MSP,LGA
2250915,5,1381,MSP,SFO
2251115,-3,759,MSP,BZN
2251941,13,1334,MSP,LAX
2250715,-5,1304,MSP,MIA
2251950,0,258,MSP,MKE
2251918,-8,389,MSP,STL
2250700,-3,1135,MSP,TPA
2251500,-1,290,MSP,ORD
2250900,6,1334,MSP,LAX
2251000,11,290,MSP,ORD
2250900,1,1109,MSP,PHX
2251000,2,459,MSP,DTW
2250745,13,1138,MSP,MCO
2251305,-5,813,MSP,BWI
